1.61325  3.59049  3.99877  3.44607  
3.96875  3.69148  4.06108  3.50299  
1.83393  3.50611  3.3629  3.59286  
2.55128  1.87859  3.11509  3.63751  
4.0385  4.71739  3.86261  3.71274  
1.08105  3.20575  3.29609  3.14095  
4.47921  3.86155  2.7088  3.57538  
2.57357  3.90088  3.90195  3.6113  
5.26492  3.30688  3.39505  3.82615  
2.43797  2.44033  3.06932  3.27557  
2.47191  4.71579  3.54471  3.70546  
3.50389  4.9287  3.29012  3.51723  
4.10845  2.57345  3.49649  3.64412  
3.42055  4.71618  2.83539  3.3927  
1.22584  2.86448  2.59393  3.48702  
5.88486  1.72227  3.72592  3.4961  
4.99008  1.93339  3.44699  3.4843  
4.93502  3.83013  3.09692  3.57173  
4.20817  2.79964  3.22648  3.56672  
3.37115  3.29917  3.14599  3.64256  
2.97286  4.15272  3.73388  3.66925  
1.17243  2.97458  3.25698  3.8233  
2.62963  4.07655  3.31093  3.66338  
5.08219  4.43851  2.95033  3.48847  
1.26936  3.92644  3.25312  3.36333  
3.15878  4.0961  3.44896  3.44565  
4.33044  4.56981  3.38433  3.53061  
3.26449  2.10762  3.16316  3.33734  
1.15303  2.4802  3.38139  3.39707  
3.55375  2.17965  2.84391  3.31467  
1.42103  3.7347  2.55863  3.36075  
3.12496  2.1756  3.46502  3.44518  
5.30955  1.97443  3.7694  3.48276  
4.85745  3.27949  3.93602  3.47883  
3.3944  2.04633  3.65305  3.55031  
4.96266  3.35378  3.94819  3.31466  
2.71316  3.69171  3.8289  3.59226  
1.70919  3.89445  3.76779  3.44401  
2.01126  2.3893  3.96128  3.47806  
5.12996  5.1702  3.56634  3.32746  
2.15361  3.03324  3.5758  3.44135  
5.19695  3.49983  2.87904  3.39853  
3.17373  1.80564  3.03606  3.62526  
1.35922  3.40905  3.4392  3.47309  
2.21036  4.13359  3.61419  3.566  
5.70524  4.88463  4.03868  3.62622  
3.49635  4.72675  4.17276  3.5354  
1.08979  3.47855  3.24217  3.56371  
3.50421  5.88172  3.52584  3.6057  
1.76102  3.77252  3.82193  3.55188  
4.44658  2.73165  4.22807  3.67127  
4.6505  2.95254  3.35648  3.31629  
3.77868  4.33065  2.25526  3.46386  
2.31985  5.08567  3.29374  3.21578  
1.19629  3.66289  3.91634  3.54766  
1.54867  4.58821  3.45945  3.88503  
3.19517  2.96889  3.30345  3.39242  
3.97784  2.88938  2.60358  3.77436  
2.97996  1.33262  2.74011  3.5259  
5.27846  3.17142  3.66981  3.32425  
5.1789  2.76001  3.7752  3.40726  
3.48986  3.96487  3.5274  3.70304  
5.41783  4.36457  4.25303  3.64518  
4.60632  3.48266  3.78658  3.5801  
2.33665  2.93778  3.24385  3.55555  
3.79362  5.22018  3.93702  3.45268  
1.39989  3.80656  3.5047  3.537  
1.37093  4.60177  3.31939  3.20988  
1.0814  5.04439  3.73921  3.41151  
3.33531  4.0715  3.04972  3.58935  
1.54953  2.93872  2.92255  3.5411  
2.63032  4.45514  3.83552  3.50887  
2.43968  4.44901  2.73192  3.86949  
2.00148  4.50768  4.01484  3.46923  
3.64843  2.18238  3.75235  3.54218  
4.21331  4.42003  2.76684  3.22494  
3.4724  4.97874  3.14263  3.64448  
1.29862  2.97088  3.51792  3.44938  
5.70517  4.23538  4.27643  3.56762  
1.12963  3.08895  3.5355  3.63263  
3.29201  1.79055  3.07386  3.50204  
3.78407  2.81866  3.90569  3.37673  
2.43032  3.13369  3.18883  3.58213  
5.13859  1.8035  3.16764  3.38506  
2.88436  2.73055  3.63362  3.7568  
5.11868  1.53521  3.31983  3.48827  
4.92626  3.54312  3.12375  3.3512  
5.37684  2.81775  3.65304  3.66094  
3.0118  3.24851  3.94464  3.45061  
2.74174  3.27824  3.1281  3.43858  
3.44033  4.95653  3.36583  3.40104  
3.13943  1.66198  3.04621  3.56383  
2.14964  5.10421  3.32338  3.70553  
5.10347  2.71673  3.39649  3.72568  
5.43719  2.9123  3.23568  3.41928  
2.5637  3.35043  3.7497  3.73376  
5.54745  4.32678  3.84602  3.6189  
4.95302  3.55477  3.28375  3.53189  
3.23871  3.22182  3.62611  3.47243  
5.48366  2.10132  3.31987  3.51156  
4.56164  2.93626  2.83165  3.45998  
5.47202  2.9558  3.27481  3.63774  
1.61613  1.92371  3.80588  3.87877  
3.53458  2.9911  3.92207  3.35022  
5.921  4.64203  3.46683  3.59009  
3.45227  4.77715  3.00352  3.79725  
5.40577  3.75812  3.61722  3.39874  
5.65637  2.91325  3.3573  3.53467  
5.70117  3.9886  3.73456  3.76935  
4.40531  3.27892  3.63975  3.6623  
2.20248  2.4271  3.83951  3.52917  
3.46462  3.506  3.19508  3.22353  
5.72959  4.6834  3.41927  3.50646  
3.90975  5.15646  3.70569  3.48071  
2.05782  2.88936  3.10661  3.4184  
4.05469  3.69422  3.47255  3.77725  
2.7459  3.63295  3.22641  3.43872  
1.87751  3.91927  2.70908  3.272  
3.80643  4.60615  2.74438  3.67101  
5.23389  4.68513  3.34275  3.38407  
5.82341  1.61505  4.03208  3.59448  
4.2622  4.04873  3.28681  3.45021  
4.94539  1.74729  3.69362  3.51418  
2.0277  3.37993  3.34498  3.47666  
1.82915  5.17027  3.07659  3.65099  
3.33296  2.44424  3.48237  3.64403  
5.01867  2.68358  3.82365  3.34276  
2.69667  3.61756  3.18732  3.52134  
4.67088  4.41236  3.71325  3.42803  
4.56741  3.0352  3.36177  3.53071  
2.18067  1.49736  3.50275  3.45156  
4.08236  3.04052  3.32077  3.37066  
2.9495  1.8049  3.85747  3.53895  
2.83118  3.40229  3.61942  3.70448  
2.33822  2.66185  3.9201  3.51707  
3.55411  3.44537  4.08033  3.39771  
4.70045  2.86146  3.85228  3.6515  
3.44424  3.31153  3.04076  3.48847  
3.15508  4.46182  3.55545  3.63651  
1.36725  3.21524  3.39106  3.66394  
3.05614  3.09381  4.43824  3.30292  
1.40098  4.90345  3.76212  3.69956  
1.74375  1.7023  3.638  3.30996  
3.11133  2.98237  3.79648  3.63546  
4.87581  2.31472  3.31374  3.43843  
4.10974  3.26726  3.47691  3.50712  
5.4087  4.89279  2.75606  3.5666  
1.89956  3.37363  3.85707  3.56735  
1.24496  2.61714  3.88475  3.43609  
5.02677  4.32517  2.54695  3.49518  
2.0287  4.07728  3.36915  3.40406  
5.83433  4.57982  2.97348  3.27117  
5.91526  1.58307  3.28118  3.5901  
1.23818  1.60148  3.03938  3.48467  
3.10223  2.54323  3.79105  3.56012  
4.4168  1.77447  3.78203  3.4537  
5.49883  3.16717  3.17446  3.36065  
1.93404  3.98778  3.86436  3.63038  
3.00293  4.58713  3.27562  3.60991  
1.31979  5.49236  3.00833  3.28971  
4.90782  2.45958  3.04216  3.38264  
4.64195  2.16064  2.46305  3.64226  
2.31821  4.70257  3.22849  3.63256  
3.21301  1.55153  3.29486  3.5295  
3.09089  3.42827  3.5304  3.5947  
5.64765  3.17094  2.60454  3.5997  
3.33343  4.41556  3.43245  3.63657  
5.05015  5.24368  2.97294  3.39302  
3.60799  3.60676  3.76251  3.69978  
2.11237  4.39932  3.19654  3.57243  
3.6819  3.00897  3.21859  3.60026  
5.86053  3.28955  4.65007  3.75215  
1.6426  3.42162  3.69753  3.46094  
3.66587  2.74487  3.18776  3.31345  
4.15442  4.10448  3.50924  3.56601  
2.12908  3.1123  3.13937  3.22664  
4.40805  3.90337  3.37981  3.54275  
1.65865  5.45453  2.91707  3.61609  
2.74343  5.11912  3.43383  3.57612  
4.32178  3.16188  3.16364  3.47815  
4.88921  4.9139  3.12935  3.71474  
1.52459  2.96756  3.11131  3.78419  
5.62151  3.66086  3.67058  3.42285  
4.07679  3.35403  3.10712  3.73034  
4.89062  3.33493  2.45305  3.58719  
2.84628  3.78894  3.80105  3.69422  
3.20143  3.21145  2.75091  3.63228  
2.62144  3.88514  3.23402  3.65777  
1.45288  2.54011  3.82218  3.71061  
3.5203  3.65137  3.0531  3.61205  
4.31758  3.26562  3.30081  3.55408  
4.71225  3.64889  3.30243  3.4966  
5.95662  3.12527  4.63756  3.66134  
2.96157  2.69835  3.63599  3.7323  
2.37469  3.81795  3.66486  3.74011  
5.97809  3.30466  4.62257  3.64739  
1.35965  4.06638  3.92912  3.49243  
4.41716  3.92997  3.75625  3.8406  
4.83755  2.13634  2.70949  3.58078  
1.1589  2.00613  3.27183  3.46425  
4.80248  3.54477  4.41144  3.49829  
1.31663  4.69363  3.22998  3.55168  
2.34182  1.62436  3.03889  3.5077  
2.08526  4.85822  3.0074  3.49131  
3.65926  4.01962  3.30519  3.3341  
1.08248  3.7587  3.47708  3.52913  
3.9869  2.8028  3.14983  3.30682  
5.08287  3.9823  3.71956  3.64206  
2.4876  5.19429  3.76138  3.56934  
4.15996  2.35692  3.82135  3.41423  
3.87024  3.648  3.53194  3.52043  
5.08552  2.9741  3.53954  3.42989  
4.31743  3.83623  3.27952  3.52405  
4.17666  3.55893  3.21271  3.43676  
5.82355  3.38615  3.28281  3.2667  
2.40733  3.06331  3.1407  3.55037  
1.48734  2.55203  3.24326  3.43404  
3.37021  5.23708  3.81211  3.34322  
3.64447  4.59714  3.40911  3.65024  
1.69695  2.14294  3.22016  3.62178  
1.54826  3.73329  3.72036  3.37792  
2.7679  2.06921  3.23306  3.48756  
5.25522  3.92983  3.64598  3.46787  
1.94412  4.93241  3.67936  3.48661  
1.46841  2.18369  3.66459  3.64667  
4.38645  3.18897  3.14477  3.455  
3.37988  1.73525  3.42851  3.33441  
1.9302  3.4619  3.8824  3.82321  
5.94005  4.1812  3.85285  3.78064  
4.04824  2.99357  2.6257  3.13544  
2.07429  1.91218  4.23622  3.23027  
4.64316  3.59242  2.9935  3.56367  
1.55299  4.75497  3.09304  3.68786  
2.66597  4.27604  4.0135  3.8229  
