1000 0.506394 0.288809
2000 0.505419 0.206131
3000 0.506531 0.167499
4000 0.50366 0.145337
5000 0.502191 0.129877
6000 0.500854 0.118749
7000 0.503536 0.109956
8000 0.504052 0.102567
9000 0.503583 0.0962836
10000 0.501214 0.0912482
11000 0.499985 0.0871546
12000 0.50016 0.0834668
13000 0.500513 0.080261
14000 0.500319 0.0773025
15000 0.500069 0.0748071
16000 0.502089 0.0724175
17000 0.501955 0.0702147
18000 0.50203 0.0682315
19000 0.50241 0.0664657
20000 0.502239 0.064729
21000 0.502193 0.0630929
22000 0.502628 0.0615365
23000 0.501909 0.0602138
24000 0.501397 0.0589508
25000 0.501469 0.057783
26000 0.500565 0.0566778
27000 0.500407 0.0556215
28000 0.500215 0.0546436
29000 0.500182 0.0536873
30000 0.500143 0.0527568
31000 0.499822 0.0518956
32000 0.499685 0.0511037
33000 0.499734 0.0502947
34000 0.499716 0.0495579
35000 0.500207 0.0488738
36000 0.500321 0.0481682
37000 0.500405 0.0475038
38000 0.500574 0.0468654
39000 0.500453 0.0462525
40000 0.500522 0.0456813
41000 0.500891 0.0451043
42000 0.501175 0.0445601
43000 0.501354 0.0440433
44000 0.501247 0.0435548
45000 0.501008 0.0430724
46000 0.501151 0.0425786
47000 0.501207 0.0421122
48000 0.501334 0.0416902
49000 0.501198 0.0412693
50000 0.501583 0.0408599
51000 0.501586 0.0404532
52000 0.501462 0.0400778
53000 0.501321 0.0397017
54000 0.501434 0.0393372
55000 0.501337 0.0389832
56000 0.501292 0.0386396
57000 0.501591 0.0383171
58000 0.501867 0.0379909
59000 0.501889 0.0376798
60000 0.501892 0.0373603
61000 0.502039 0.0370435
62000 0.50228 0.0367505
63000 0.502342 0.0364574
64000 0.502278 0.0361781
65000 0.502368 0.0358864
66000 0.502462 0.035607
67000 0.502576 0.0353436
68000 0.502263 0.0350832
69000 0.502119 0.0348379
70000 0.502078 0.034591
71000 0.502065 0.0343499
72000 0.501637 0.0341089
73000 0.501591 0.0338685
74000 0.501591 0.033643
75000 0.501622 0.0334153
76000 0.501501 0.033192
77000 0.501553 0.0329736
78000 0.501685 0.0327618
79000 0.501712 0.032549
80000 0.501896 0.0323438
81000 0.501825 0.0321408
82000 0.50158 0.031932
83000 0.501557 0.0317385
84000 0.501375 0.0315496
85000 0.501241 0.031361
86000 0.501197 0.0311845
87000 0.501336 0.0310008
88000 0.501387 0.0308291
89000 0.501342 0.0306532
90000 0.501367 0.0304814
91000 0.501434 0.0303191
92000 0.501335 0.0301446
93000 0.501397 0.0299814
94000 0.501369 0.0298202
95000 0.501288 0.0296577
96000 0.501285 0.0295028
97000 0.501435 0.0293531
98000 0.501277 0.0291972
99000 0.50149 0.0290477
100000 0.501438 0.028903
